,from,to
333,início,inverno
334,início,verão
335,atraso,verde
336,agente,químico
337,agente,vida
338,comportamento,animar
339,comportamento,ambiente
340,comportamento,califórnio
341,comportamento,inseto
342,comportamento,clínico
343,comportamento,gene
344,comportamento,reação
345,comportamento,cultura
346,comportamento,espécie
347,comportamento,glândula
348,bovino,animal
349,bovino,zebu
350,bovino,carne
351,bovino,pasto
352,bovino,boi
353,bovino,chifre
354,bovino,leite
355,cavalo,animal
356,cavalo,brasil
357,cavalo,homem
358,cavalo,inverno
359,cavalo,agricultura
360,cavalo,transporte
361,cavalo,ano
362,cavalo,raça
363,cavalo,genético
364,cavalo,espécie
365,ha,área
366,etéreo,baixo
367,etéreo,brasil
368,cano,cultivar
369,cano,inflorescência
370,cano,forrageiro
371,cano,fósforo
372,cano,soja
373,cano,adubo
374,cano,europeu
375,cano,brasil
376,cano,tonelada
377,cano,clima temperado
378,cano,arroz
379,cano,gramíneo
380,cano,sorgo
381,cano,leguminoso
382,cano,espécie
383,cano,açúcar
384,cano,milho
385,cano,hectare
386,aproveitamento,arquitetura
387,aéreo,suprimento
388,aéreo,brasil
389,aéreo,ano
390,vaca,zebu
391,vaca,cavalo
392,vaca,chifre
393,vaca,bovino
394,vaca,carne
395,vaca,elefante
396,vaca,melhoramento genético
397,vaca,sêman
398,vaca,rúman
399,vaca,bezerro
400,vaca,macho
401,vaca,calor
402,vaca,inseminação artificial
403,vaca,clima
404,vaca,gir
405,vaca,fêmeo
406,vaca,útero
407,vaca,produtividade
408,vaca,leite
409,vaca,radiação solar
410,vaca,animal
411,vaca,guzerá
412,vaca,brasil
413,vaca,homem
414,vaca,reprodução
415,vaca,osso
416,vaca,espécie
417,vaca,espermatozoide
418,evitar,tanzânia
419,evitar,brasil
420,evitar,espécie
421,utilizar,máquina
422,utilizar,químico
423,utilizar,arquitetura
424,utilizar,agricultura
425,utilizar,consumo
426,utilizar,indústria
427,vacar,zebu
428,vacar,cavalo
429,vacar,chifre
430,vacar,bovino
431,vacar,carne
432,vacar,elefante
433,vacar,melhoramento genético
434,vacar,sêman
435,vacar,rúman
436,vacar,bezerro
437,vacar,macho
438,vacar,calor
439,vacar,inseminação artificial
440,vacar,clima
441,vacar,gir
442,vacar,fêmeo
443,vacar,útero
444,vacar,produtividade
445,vacar,leite
446,vacar,radiação solar
447,vacar,animal
448,vacar,guzerá
449,vacar,brasil
450,vacar,homem
451,vacar,reprodução
452,vacar,osso
453,vacar,espécie
454,vacar,espermatozoide
455,reprodutivo,ambiente
456,reprodutivo,ovário
457,reprodutivo,inseto
458,reprodutivo,célula
459,reprodutivo,semente
460,reprodutivo,mãe
461,reprodutivo,gene
462,reprodutivo,macho
463,reprodutivo,organismo
464,reprodutivo,vida
465,reprodutivo,fêmeo
466,reprodutivo,bactério
467,reprodutivo,clonagem
468,reprodutivo,alimentação
469,reprodutivo,dna
470,reprodutivo,sexo
471,reprodutivo,mosco
472,reprodutivo,animal
473,reprodutivo,ovo
474,reprodutivo,recém-nascido
475,reprodutivo,alimento
476,reprodutivo,temperatura
477,reprodutivo,genético
478,reprodutivo,espécie
479,reprodutivo,embrião
480,curral,clima
481,curral,curral
482,curral,sapé
483,curral,população
484,curral,brasil
485,curral,touro
486,curral,arquitetura
487,curral,araxá
488,curral,agricultura
489,curral,algodão
490,curral,milho
491,curral,bovino
492,parasito,ovo
493,parasito,doença
494,parasito,bactério
495,parasito,parasitismo
496,parasito,ectoparasito
497,parasito,alimentação
498,parasito,reprodução
499,parasito,espécie
500,parasito,organismo
501,parasito,infecção
502,atender,terra
503,atender,soja
504,atender,cana-de-açúcar
505,atender,consumidor
506,atender,mestiço
507,atender,carne
508,atender,madeira
509,atender,médio
510,atender,café
511,atender,serviço
512,atender,região
513,atender,cultura
514,atender,geado
515,atender,clima
516,atender,chuva
517,atender,energia
518,atender,arroz
519,atender,cerrado
520,atender,colônia
521,atender,agricultura
522,atender,açúcar
523,atender,deficiência
524,atender,paí
525,atender,brasil
526,atender,população
527,atender,clima temperado
528,lotação,cavalo
529,lotação,vida
530,lotação,paí
531,lotação,brasil
532,lotação,transporte
533,lotação,tempo
534,lotação,real
535,lotação,taxon
536,lotação,água
537,lotação,prejuízo
538,finalidade,verdade
539,finalidade,escolho
540,finalidade,padrão
541,finalidade,sistema
542,finalidade,tempo
543,finalidade,espécie
544,sangue,doença
545,sangue,vida
546,sangue,antibiótico
547,sangue,hormônio
548,sangue,inseto
549,sangue,nutriente
550,pasto,soja
551,pasto,fazenda
552,pasto,cana-de-açúcar
553,pasto,irrigação
554,pasto,boi
555,pasto,ração
556,pasto,agricultura
557,pasto,milho
558,genoma,genômico
559,genoma,bactério
560,genoma,gene
561,genoma,célula
562,genoma,dna
563,genoma,genético
564,genoma,espécie
565,genoma,organismo
566,incorporado,brasil
567,incorporado,literatura
568,incorporado,ação
569,purpureum,madeira
570,purpureum,espécie
571,purpureum,brasil
572,purpureum,pennisetum
573,canaleta,brasil
574,seco,brasil
575,ensilagem,estiagem
576,ensilagem,feno
577,ensilagem,queijo
578,ensilagem,alfafa
579,ensilagem,gramíneo
580,ensilagem,ensilagem
581,ensilagem,forragem
582,ensilagem,ph
583,ensilagem,gado
584,ensilagem,proteína
585,ensilagem,leguminoso
586,ensilagem,planta
587,ensilagem,inverno
588,ensilagem,bactério
589,ensilagem,fermentação
590,ensilagem,intoxicação
591,ensilagem,alimentação
592,ensilagem,nutriente
593,ensilagem,açúcar
594,ensilagem,milho
595,ensilagem,matéria seca
596,ensilagem,silo
597,ensilagem,pasto
598,ensilagem,fenação
599,ensilagem,sorgo
600,contagem,população
601,contagem,brasil
602,contagem,araxá
603,fabricante,qualidade
604,fabricante,eficiência
605,fabricante,transporte
606,fabricante,saúde
607,fabricante,produção
608,fabricante,natureza
609,fabricante,cultura
610,fabricante,agricultura
611,fabricante,mercado
612,lavoura,agricultura
613,touro,brasil
614,parir,tuberculose
615,parir,brasil
616,parir,jersey
617,parir,calcário
618,parir,praga
619,parir,literatura
620,parir,hectare
621,parir,tijolo
622,parir,indústria
623,salientar,brasil
624,usado,brasil
625,usado,califórnio
626,consequentemente,verdade
627,consequentemente,razão
628,madeira,terra
629,madeira,papel
630,madeira,planta
631,madeira,água
632,madeira,árvore
633,madeira,energia
634,madeira,fibra
635,madeira,inseto
636,madeira,nutriente
637,madeira,polpa
638,madeira,célula
639,madeira,casco
640,madeira,espécie
641,madeira,solo
642,madeira,semente
643,madeira,orgânico
644,vivo,brasil
645,vivo,piquete
646,vivo,marco
647,econômico,custo
648,econômico,escolho
649,econômico,paí
650,econômico,bem-estar
651,econômico,mercado
652,econômico,produção
653,econômico,declive
654,econômico,banco
655,econômico,cultura
656,econômico,agricultura
657,econômico,consumo
658,econômico,longo prazo
659,econômico,dado
660,bovino,animal
661,bovino,zebu
662,bovino,carne
663,bovino,pasto
664,bovino,boi
665,bovino,chifre
666,bovino,leite
667,fêmeo,macho
668,fêmeo,sexo
669,fêmeo,homem
670,fêmeo,espermatozoide
671,minerar,sulfato
672,minerar,sal
673,minerar,fósforo
674,minerar,rocha
675,minerar,alimento
676,minerar,cálcio
677,minerar,composição química
678,minerar,fosfato
679,minerar,sólido
680,minerar,magnésio
681,minerar,enxofre
682,importante,sapé
683,importante,umidade relativa
684,importante,legislação
685,importante,água
686,importante,solo
687,importante,indústria
688,importante,pesquisa
689,importante,café
690,importante,serviço
691,importante,cultura
692,importante,arquitetura
693,importante,geado
694,importante,verão
695,importante,clima
696,importante,inverno
697,importante,ano
698,importante,araxá
699,importante,contagem
700,importante,banco
701,importante,literatura
702,importante,mercado
703,importante,temperatura
704,importante,população
705,importante,brasil
706,importante,transporte
707,importante,vacina
708,importante,lotação
709,importante,produção
710,importante,alvenaria
711,importante,praga
712,geneticamente,planta
713,geneticamente,variabilidade genética
714,geneticamente,natureza
715,geneticamente,genômico
716,geneticamente,animar
717,geneticamente,genoma
718,geneticamente,proteína
719,geneticamente,gene
720,geneticamente,dna
721,geneticamente,agricultura
722,geneticamente,organismo
723,geneticamente,transgênico
724,forrageiro,vaca
725,forrageiro,feno
726,forrageiro,gado
727,forrageiro,carrapato
728,forrageiro,aveia
729,forrageiro,engorda
730,forrageiro,pasto
731,forrageiro,boi
732,forrageiro,alfafa
733,forrageiro,alimentação
734,forrageiro,agricultura
735,forrageiro,solo
736,parasitar,babesiose
737,parasitar,cisticercose
738,nível,inclinação
739,dieta,vitamina
740,dieta,saúde
741,dieta,químico
742,dieta,médico
743,dieta,arquitetura
744,azevém,espécie
745,informaçõe,verdade
746,informaçõe,escolho
747,informaçõe,controle
748,informaçõe,padrão
749,informaçõe,tempo
750,informaçõe,forma
751,informaçõe,cultura
752,informaçõe,consumo
753,informaçõe,dado
754,gerente,controle
755,gerente,brasil
756,equino,animal
757,equino,cavalo
758,veterinário,higiene
759,veterinário,saúde
760,veterinário,químico
761,veterinário,rebanho
762,veterinário,bovino
763,veterinário,prevenção
764,veterinário,colibacilose
765,veterinário,carne
766,veterinário,brucelose
767,veterinário,gado
768,veterinário,rúman
769,veterinário,cultura
770,veterinário,arquitetura
771,veterinário,inseminação artificial
772,veterinário,doença
773,veterinário,tratamento
774,veterinário,bem-estar
775,veterinário,médico
776,veterinário,leite
777,veterinário,ovo
778,veterinário,salmonelose
779,veterinário,tuberculose
780,veterinário,alimento
781,veterinário,controle
782,veterinário,brasil
783,veterinário,genético
784,imediatamente,saúde
785,imediatamente,médico
786,imediatamente,brasil
787,imediatamente,água
788,nitrogênio,terra
789,nitrogênio,ureia
790,nitrogênio,sal
791,nitrogênio,fósforo
792,nitrogênio,sódio
793,nitrogênio,alimento
794,nitrogênio,proteína
795,nitrogênio,antibiótico
796,nitrogênio,cálcio
797,nitrogênio,selênio
798,nitrogênio,enxofre
799,nitrogênio,alumínio
800,nitrogênio,estrelo
801,nitrogênio,magnésio
802,nitrogênio,médico
803,nitrogênio,leguminoso
804,nitrogênio,contaminação
805,nitrogênio,cobalto
806,calcário,rocha
807,calcário,cálcio
808,calcário,fosfato
809,calcário,ph
810,calcário,agricultura
811,sexo,vagina
812,sexo,comportamento
813,sexo,animar
814,sexo,fêmeo
815,sexo,bactério
816,sexo,genético
817,sexo,inseto
818,sexo,célula
819,sexo,reprodução
820,sexo,macho
821,sexo,cultura
822,sexo,espécie
823,sexo,espermatozoide
824,zebu,animal
825,zebu,gir
826,zebu,carne
827,zebu,leite
828,zebu,guzerá
829,zebu,brasil
830,zebu,raça
831,zebu,espécie
832,zebu,bovino
833,rústico,arquitetura
834,rústico,alvenaria
835,elefante,cavalo
836,elefante,árvore
837,elefante,tanzânia
838,elefante,dna
839,elefante,arbusto
840,direto,brasil
841,direto,sistema
842,direto,químico
843,direto,arquitetura
844,direto,razão
845,imersão,imersão
846,imersão,vida
847,detecção,imunoglobulina
848,detecção,proteína
849,detecção,doença
850,sorgo,farinha
851,sorgo,alimento
852,sorgo,grão
853,sorgo,brasil
854,sorgo,tonelada
855,sorgo,arroz
856,sorgo,milho
857,sorgo,espécie
858,sorgo,solo
859,sorgo,cevado
860,vacina,doença
861,vacina,proteína
862,vacina,brasil
863,vacina,microrganismo
864,vacina,terapia
865,vacina,infecção
866,vacina,sistema imunológico
867,estiagem,clima
868,estiagem,chuva
869,estiagem,temperatura
870,estiagem,irrigação
871,estiagem,ambiente
872,estiagem,semente
873,consorciação,espécie
874,consorciação,solo
875,consorciação,agricultura
876,consorciação,praga
877,nesse,água
878,nesse,energia
879,nesse,insumo
880,nesse,brasil
881,nesse,transporte
882,nesse,taxon
883,nesse,consumo
884,nesse,mercado
885,nesse,indústria
886,descartável,produto
887,descartável,durabilidade
888,conforto,brasil
889,conforto,rústico
890,silo,fazenda
891,silo,silagem
892,silo,limpeza
893,silo,agricultura
894,silo,umidade
895,garantia,equipamento
896,queijo,vaca
897,queijo,queijo
898,queijo,soja
899,queijo,higiene
900,queijo,cálcio
901,queijo,aborto
902,queijo,bovino
903,queijo,carne
904,queijo,brucelose
905,queijo,proteína
906,queijo,tonelada
907,queijo,café
908,queijo,pasteurização
909,queijo,feto
910,queijo,manteiga
911,queijo,doença
912,queijo,fósforo
913,queijo,bactério
914,queijo,fermentação
915,queijo,leite
916,queijo,agricultura
917,queijo,parto
918,queijo,salmonelose
919,queijo,tuberculose
920,queijo,alimento
921,queijo,brasil
922,queijo,gordura
923,queijo,lactose
924,puro,baixo
925,puro,puro
926,dever,ponto
927,dever,papel
928,dever,superfície
929,dever,técnico
930,dever,forma
931,dever,composição
932,dever,arquitetura
933,dever,literatura
934,descido,brasil
935,adequado,nível
936,adequado,comportamento
937,adequado,resultado
938,adequado,prova
939,adequado,fazer
940,adequado,objetivo
941,limpeza,brasil
942,limpeza,higiene
943,limpeza,corpo
944,limpeza,material
945,limpeza,local
946,limpeza,água
947,adição,adição
948,adição,divisão
949,adição,variável
950,adição,número
951,regiõe,paí
952,regiõe,terra
953,englobar,literatura
954,aparecimento,melhoramento genético
955,animar,animal
956,animar,clima
957,animar,ovo
958,animar,terra
959,animar,vida
960,animar,energia
961,animar,matéria
962,animar,proteína
963,animar,cálcio
964,animar,tempo
965,animar,inseto
966,animar,parasito
967,animar,alimentação
968,animar,célula
969,animar,natureza
970,animar,osso
971,animar,genético
972,animar,espécie
973,animar,organismo
974,animar,embrião
975,escore,brasil
976,plantio,cana-de-açúcar
977,plantio,agricultura
978,compostagem,ovo
979,compostagem,gordura
980,compostagem,fósforo
981,compostagem,resíduo
982,compostagem,nitrogênio
983,compostagem,proteína
984,compostagem,biossólido
985,compostagem,cálcio
986,compostagem,solo
987,compostagem,óleo
988,compostagem,bactério
989,compostagem,fermentação
990,compostagem,legislação
991,compostagem,composto
992,compostagem,ph
993,compostagem,magnésio
994,compostagem,agricultura
995,compostagem,nutriente
996,compostagem,enxofre
997,sódio,fósforo
998,sódio,mineral
999,sódio,nitrogênio
1000,sódio,selênio
1001,sódio,cálcio
1002,sódio,enxofre
1003,sódio,sólido
1004,sódio,alumínio
1005,sódio,ano
1006,sódio,magnésio
1007,sódio,água
1008,sódio,calor
1009,sódio,cobalto
1010,vitamina,queijo
1011,vitamina,dieta
1012,vitamina,higiene
1013,vitamina,cálcio
1014,vitamina,célula
1015,vitamina,aborto
1016,vitamina,água
1017,vitamina,cevado
1018,vitamina,carne
1019,vitamina,macronutriente
1020,vitamina,proteína
1021,vitamina,fosfato
1022,vitamina,organismo
1023,vitamina,manteiga
1024,vitamina,bactério
1025,vitamina,arroz
1026,vitamina,diarreia
1027,vitamina,magnésio
1028,vitamina,leite
1029,vitamina,nutriente
1030,vitamina,agricultura
1031,vitamina,composto orgânico
1032,vitamina,infecção
1033,vitamina,açúcar
1034,vitamina,parto
1035,vitamina,ovo
1036,vitamina,radiação solar
1037,vitamina,osso
1038,cálcio,sulfato
1039,cálcio,fósforo
1040,cálcio,sódio
1041,cálcio,rocha
1042,cálcio,base
1043,cálcio,mineral
1044,cálcio,proteína
1045,cálcio,selênio
1046,cálcio,enxofre
1047,cálcio,acidez
1048,cálcio,fosfato
1049,cálcio,alumínio
1050,cálcio,ano
1051,cálcio,calcário
1052,cálcio,magnésio
1053,cálcio,água
1054,cálcio,cobalto
1055,cítrico,fermentação
1056,cítrico,in
1057,cítrico,solução
1058,cítrico,água
1059,cítrico,indústria
1060,atender,clima
1061,atender,temperatura
1062,atender,população
1063,atender,brasil
1064,atender,café
1065,atender,contagem
1066,atender,serviço
1067,atender,cultura
1068,atender,praga
1069,babesiose,babesia
1070,babesiose,bovino
1071,babesiose,febre
1072,babesiose,antibiótico
1073,coast,umidade relativa
1074,coast,paí
1075,coast,população
1076,coast,área
1077,coast,hectare
1078,coast,verão
1079,qualidade,durabilidade
1080,qualidade,água
1081,qualidade,eficiência
1082,qualidade,peso
1083,qualidade,tempo
1084,qualidade,produtividade
1085,qualidade,serviço
1086,qualidade,produto
1087,qualidade,cultura
1088,qualidade,literatura
1089,puro,cavalo
1090,puro,raça
1091,puro,inseminação artificial
1092,feito,parto
1093,feito,retirado
1094,biológico,terra
1095,biológico,ambiente
1096,biológico,genoma
1097,biológico,químico
1098,biológico,desenvolvimento
1099,biológico,célula
1100,biológico,natureza
1101,biológico,ph
1102,biológico,sistema imunológico
1103,biológico,matéria
1104,biológico,tempo
1105,biológico,parasito
1106,biológico,gene
1107,biológico,arquitetura
1108,biológico,organismo
1109,biológico,clima
1110,biológico,planta
1111,biológico,vida
1112,biológico,energia
1113,biológico,bactério
1114,biológico,dna
1115,biológico,agricultura
1116,biológico,mosco
1117,biológico,comportamento
1118,biológico,população
1119,biológico,variação
1120,biológico,reprodução
1121,biológico,genético
1122,biológico,espécie
1123,biológico,espermatozoide
1124,proibido,árvore
1125,proibido,prático
1126,proibido,reprodução
1127,proibido,respeito
1128,proibido,homem
1129,quantidade,substância
1130,quantidade,qualidade
1131,quantidade,mudança
1132,quantidade,forma
1133,quantidade,adição
1134,quantidade,relação
1135,quantidade,medido
1136,resultado,pesquisa
1137,resultado,comportamento
1138,resultado,brasil
1139,resultado,trabalho
1140,resultado,químico
1141,resultado,raça
1142,resultado,cultura
1143,resultado,arquitetura
1144,resultado,indústria
1145,forragem,vaca
1146,forragem,feno
1147,forragem,gado
1148,forragem,carrapato
1149,forragem,aveia
1150,forragem,engorda
1151,forragem,pasto
1152,forragem,boi
1153,forragem,alfafa
1154,forragem,alimentação
1155,forragem,agricultura
1156,forragem,solo
1157,folha,madeira
1158,folha,clima
1159,folha,superfície
1160,folha,inflorescência
1161,folha,vida
1162,folha,bainha
1163,folha,volume
1164,folha,espécie
1165,folha,inverno
1166,folha,clima temperado
1167,folha,folha
1168,folha,função
1169,folha,gramíneo
1170,folha,célula
1171,folha,semente
1172,folha,capim
1173,folha,nutriente
1174,desaleitamento,forragem
1175,cru,terra
1176,cru,rocha
1177,cru,nitrogênio
1178,cru,brasil
1179,cru,tonelada
1180,cru,acidez
1181,cru,califórnio
1182,cru,medicamento
1183,cru,água
1184,cru,composto orgânico
1185,cru,enxofre
1186,multíparo,lactação
1187,multíparo,cérvix
1188,multíparo,pai
1189,multíparo,recém-nascido
1190,multíparo,vagina
1191,multíparo,árvore
1192,multíparo,brasil
1193,multíparo,placenta
1194,multíparo,acidez
1195,multíparo,hormônio
1196,multíparo,útero
1197,multíparo,dor
1198,multíparo,médico
1199,multíparo,cultura
1200,multíparo,feto
1201,multíparo,infecção
1202,multíparo,inseminação artificial
1203,fazenda,cavalo
1204,fazenda,árvore
1205,fazenda,cana-de-açúcar
1206,fazenda,gado
1207,fazenda,brasil
1208,fazenda,irrigação
1209,fazenda,café
1210,fazenda,agricultura
1211,fazenda,algodão
1212,fazenda,hectare
1213,ambientar,embrapa
1214,ambientar,clima
1215,ambientar,chorume
1216,ambientar,brasil
1217,ambientar,higiene
1218,ambientar,irrigação
1219,ambientar,cerrado
1220,ambientar,bactério
1221,ambientar,inseto
1222,ambientar,nutriente
1223,ambientar,aborto
1224,ambientar,agricultura
1225,ambientar,estresse
1226,ambientar,reação inflamatória
1227,plantar,terra
1228,plantar,arbusto
1229,plantar,ambiente
1230,plantar,cálcio
1231,plantar,verde
1232,plantar,saúde
1233,plantar,inseto
1234,plantar,gramíneo
1235,plantar,célula
1236,plantar,natureza
1237,plantar,semente
1238,plantar,solo
1239,plantar,água
1240,plantar,madeira
1241,plantar,macronutriente
1242,plantar,árvore
1243,plantar,matéria
1244,plantar,mineral
1245,plantar,folha
1246,plantar,tempo
1247,plantar,parasito
1248,plantar,leguminoso
1249,plantar,organismo
1250,plantar,clima
1251,plantar,sal
1252,plantar,fósforo
1253,plantar,vida
1254,plantar,energia
1255,plantar,fez
1256,plantar,bactério
1257,plantar,parasitismo
1258,plantar,magnésio
1259,plantar,sexo
1260,plantar,agricultura
1261,plantar,radiação solar
1262,plantar,taxon
1263,plantar,cobalto
1264,plantar,animal
1265,plantar,inflorescência
1266,plantar,fazenda
1267,plantar,irrigação
1268,plantar,genético
1269,plantar,espécie
1270,plantar,enxofre
1271,plantar,embrião
1272,gene,proteína
1273,gene,genoma
1274,gene,bactério
1275,gene,dna
1276,gene,genético
1277,alimentar,vaca
1278,alimentar,excremento
1279,alimentar,produtor
1280,alimentar,energia
1281,alimentar,bactério
1282,alimentar,inseto
1283,alimentar,alimentação
1284,alimentar,homem
1285,alimentar,organismo
1286,desinfetante,proteína
1287,desinfetante,ph
1288,desinfetante,célula
1289,água,terra
1290,água,seco
1291,água,lavoura
1292,água,litro
1293,água,higiene
1294,água,limpeza
1295,água,saúde
1296,água,califórnio
1297,água,inseto
1298,água,célula
1299,água,natureza
1300,água,solo
1301,água,vitamina
1302,água,proteína
1303,água,óleo
1304,água,melhoramento genético
1305,água,tanzânia
1306,água,organismo
1307,água,clima
1308,água,chuva
1309,água,doença
1310,água,planta
1311,água,rocha
1312,água,energia
